crank_angle_deg_atdc,time_s,core_mean,wall_shell_mean,delta_c,tracer_min,tracer_max,core_volume_mm3,wall_shell_volume_mm3,wall_shell_volume_fraction,wall_shell_mass_fraction,total_volume_mm3,python_volume_mm3,volume_error_percent,mass_mg,tracer_mass_mean,tracer_mass_variance,tracer_mass_rms,tracer_volume_mean,tracer_volume_variance,tracer_volume_rms,mf_zone_core_mean,mf_zone_shell_mean,mf_zone_delta_c,mf_zone_shell_mass_fraction,mf_zone_shell_volume_fraction,mf_zone_core_volume_mm3,mf_zone_shell_volume_mm3,mass_error_percent,tracer_inventory_error_percent,tracer_mass_rms_normalized,tracer_volume_rms_normalized,mf_zone_delta_c_normalized,k_mix_1_s,tau_mix_ms,k_global_mix_1_s,tau_global_mix_ms,k_mf_zone_mix_1_s,tau_mf_zone_mix_ms
-180.0,0.0,0.0,1.0,1.0,0.0,1.0,367.46366646894586,87.95103889986422,0.19312296652484795,0.1931229665248473,455.4147053688101,456.06180575133493,-0.141888747175134,1.5865230919683377,0.1931229665248473,0.15582648632549,0.39474863688870415,0.19312296652484795,0.1558264863254904,0.39474863688870465,1.8769661912051938e-16,0.9656148326242376,0.9656148326242374,0.1999999999999997,0.20000000000000226,364.3317642950471,91.08294107376305,0.0,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan
-179.55,6.249999999999842e-05,0.003152041813130837,0.9868304497549081,0.9836784079417772,6.68335369025e-56,0.99999275696,367.46034913397085,87.95015083511299,0.19312279984998942,0.19312280049449015,455.41049996908384,456.0575944263084,-0.1418887581597139,1.5865221430759313,0.19312277075075496,0.15101450432056987,0.38860584699740414,0.19312277010682685,0.15101450394055962,0.3886058465084637,0.0024680100070827945,0.9557418137254432,0.9532738037183605,0.20000000000000007,0.19999999618439288,364.3284017129347,91.08209825614922,-5.9809555319478847e-05,-0.00010137276569288645,0.9844387305812738,0.9844387293426605,0.9872195118706515,250.93216132744138,3.985140823360223,228.84436496862858,4.36978205750046,196.72047090316076,5.083355054046552
-179.1,0.0001250000000000008,0.005963830734017796,0.9750841365724151,0.9691203058383973,4.44722084793e-53,0.999959771906,367.4503970820427,87.9474866279818,0.19312229980406,0.19312232049873015,455.3978837100245,456.0449603913672,-0.14188879113748998,1.5865221430758556,0.19312259367538168,0.14716170700679373,0.38361661461255003,0.19312257298434274,0.14716169523230127,0.38361659926585717,0.004690619996822314,0.9468504883896198,0.9421598683927975,0.19999999999999993,0.19999997534625422,364.31831819528327,91.07956551474123,-5.980956009343785e-05,-0.00019306324480217185,0.9717997195281192,0.971799680650991,0.9757098136451605,227.5451977165902,4.394731288706475,189.31020860251968,5.282335312934045,179.57488708298496,5.568707385782073
-178.65,0.00018749999999999922,0.008480184197622401,0.9645738382303841,0.9560936540327617,6.58228947174e-51,0.999887290269,367.43381017172067,87.94304624084819,0.19312146632496466,0.19312150703541817,455.3768564125689,456.0239034669817,-0.141888846065652,1.586522143075715,0.19312243330785137,0.1440338491010066,0.37951791670619006,0.193122392608423,0.14403382659639657,0.37951788705724604,0.006699599032769372,0.9388137704081794,0.93211417137541,0.19999999999999993,0.1999999544489742,364.30150587293804,91.07535053963085,-5.980956895301759e-05,-0.0002761023225494874,0.9614166617456661,0.9614165866372509,0.9653063932771381,206.728460781068,4.837263317405685,158.17592001136916,6.32207481346164,164.37093013080778,6.083800822956904
-178.2,0.0002500000000000016,0.010739799711988445,0.9551378127032928,0.9443980129913043,4.28892676893e-49,0.999765409515,367.4105881673587,87.9368296105139,0.19312029930827718,0.19312036056825238,455.34741777787264,455.99442335411464,-0.1418889230010545,1.5865221430758736,0.19312228788286248,0.1414559059556456,0.3761062429096938,0.19312222664701154,0.14145587290577594,0.37610619897281133,0.008522403981937892,0.9315218234865607,0.9229994195046227,0.2000000000000001,0.19999993301217722,364.2779647250302,91.06945305284239,-5.980955896101037e-05,-0.00035140408054523675,0.9527740130379059,0.9527739017344615,0.9558670686491016,188.23336499641,5.312554445483521,133.76454943073583,7.475822288160187,150.9010191532673,6.626860478551964
-177.75,0.0003125,0.012776122008952484,0.946636278932844,0.9338601569238915,1.84603229145e-47,0.999587289515,367.38073073954496,87.92883664883519,0.19311879860813835,0.1931188808867571,455.3095673883802,455.9565196344891,-0.14188902192417974,1.5865221430763525,0.19312215581701683,0.1392968402954634,0.37322491917805195,0.19312207358210187,0.13929679682058538,0.37322486093585105,0.01018278904403795,0.924879622908934,0.9146968338648961,0.1999999999999999,0.1999999110922498,364.2476943912534,91.06187299712674,-5.980952877404633e-05,-0.00041978840997769495,0.9454748776834393,0.9454747301409377,0.9472688311746804,171.82565003913868,5.819852855334571,114.66846958767296,8.720793114234617,138.9754398164915,7.195515994196085
-177.3,0.00037499999999999844,0.014618067228080248,0.9389483854057992,0.9243303181777189,8.07223891811e-46,0.99934850897,367.34423746517314,87.91906724242415,0.19311696403665146,0.19311706775588708,455.2633047075973,455.9101917709655,-0.1418891428716429,1.5865221430769372,0.19312203569078262,0.13745834591826697,0.3707537537480463,0.19312193204159347,0.13745829209484955,0.3707536811615625,0.011701314003799673,0.9188049224387146,0.9071036084349149,0.19999999999999993,0.19999988875126587,364.2106944135441,91.05261029405311,-5.980949192574414e-05,-0.0004819903512420787,0.9392147789799132,0.9392145950996474,0.9394052139502586,157.28714471262614,6.357798673420292,99.73744474551107,10.026324642180162,128.42152491418145,7.786856608876563
-176.85,0.0004375000000000008,0.016290648122323764,0.9319695954097595,0.9156789472874358,5.70271044794e-44,0.999046540226,367.30110782789257,87.90752125314862,0.19311479536451925,0.19311492105303327,455.20862908104124,455.855439108024,-0.14188928583332983,1.5865221430775536,0.19312192623249141,0.1358665068780347,0.36860074183055397,0.1931218006473353,0.13586644268093967,0.3686006547483871,0.013095783415546784,0.9132264975002715,0.9001307140847248,0.2,0.19999986589735158,364.1669643095157,91.04166477152549,-5.980945306793828e-05,-0.0005386683803676462,0.9337606450924304,0.9337604244908648,0.932184017553306,144.41680426997812,6.92440194238451,88.04981838073043,11.357206844833748,119.083214704924,8.39748912118217
-176.4,0.0004999999999999993,0.017815512593815745,0.9256094343553553,0.9077939217615395,7.37068435759e-42,0.998680323301,367.251341218447,87.89419851803144,0.19311229232065133,0.19311244098624078,455.14553973647844,455.79226087235594,-0.1418894508300128,1.5865221430800864,0.19312182630241298,0.13446560989566977,0.36669552750977175,0.19312167777994066,0.13446553503023545,0.36669542542856387,0.014381625152284892,0.9080826309029275,0.8937010057506426,0.1999999999999996,0.19999984209541075,364.1165036587522,91.02903607772619,-5.980929342896957e-05,-0.0005904126551325994,0.9289342463598127,0.9289339877618118,0.9255253498145263,133.8541527205259,7.470817899000117,79.44176673801323,12.58783686543436,111.4179169464588,8.975217159018902
-176.0131399576,0.000553730561444444,0.01902471728693494,0.920567830791311,0.9015431135043761,5.03762456022e-40,0.998315251435,367.20325143735823,87.88132467692911,0.19310987295438264,0.19311004323424333,455.08457611428736,455.7312113542167,-0.1418896103270728,1.5865221430838008,0.1931217635066706,0.13338046911242216,0.36521290929048794,0.19312159339866353,0.1333803843124574,0.36521279319385486,0.015411958458507253,0.9039609836993229,0.8885490252408156,0.20000000000000012,0.19999981944401113,364.0677430596755,91.01683305461181,-5.9809059305138135e-05,-0.0006229285922643157,0.9251783924296525,0.9251780983269687,0.920189909289213,125.70998746464441,7.95481743470261,73.34808506128493,13.633621098144069,105.50427053240399,9.478289314297145
